Overall Qual,Gr Liv Area,Total Bsmt SF,1st Flr SF,Garage Cars,Garage Area,Year Built,Full Bath,Bedroom AbvGr,SalePrice
7,2362,2002.0,2362,2.0,546.0,1980,2,3,255000
5,1432,1360.0,1432,2.0,588.0,1978,1,2,194000
5,1437,1437.0,1437,2.0,528.0,1976,2,3,218000
8,1295,1057.0,1295,2.0,571.0,1978,1,1,213750
6,1855,528.0,1094,2.0,512.0,1976,2,3,187000
6,1262,1262.0,1262,2.0,460.0,1976,2,3,181500
8,2497,2461.0,2497,2.0,676.0,1981,2,2,373000
5,2620,1361.0,1361,2.0,600.0,1977,2,4,190000
7,1929,1057.0,1057,2.0,650.0,2001,2,3,226000
6,1152,912.0,1152,2.0,412.0,1968,1,3,143450
6,2411,1008.0,1403,2.0,570.0,1970,2,4,240050
6,1082,973.0,1082,2.0,480.0,1969,1,3,162500
6,1295,1295.0,1295,2.0,528.0,1968,1,3,164000
7,1610,1124.0,1610,2.0,515.0,1972,2,3,185000
7,1594,1594.0,1594,2.0,472.0,1993,2,2,188500
7,2075,1148.0,1091,2.0,473.0,1993,2,3,255000
5,1680,1680.0,1680,2.0,528.0,1976,2,4,136905
6,1093,1093.0,1093,2.0,484.0,1966,2,3,158500
7,1242,1242.0,1242,2.0,528.0,1973,1,3,175500
6,1052,1052.0,1052,1.0,311.0,1963,1,3,127000
5,1107,949.0,1107,1.0,308.0,1967,1,3,127000
5,1214,1214.0,1214,1.0,318.0,1967,2,3,143000
5,1073,1073.0,1073,2.0,515.0,1965,1,3,156000
5,1344,1024.0,1344,1.0,484.0,1958,1,2,144000
5,1728,1728.0,1728,1.0,352.0,1964,2,6,119000
4,1224,0.0,1224,3.0,530.0,1964,2,2,103000
5,1422,978.0,1422,1.0,286.0,1960,1,3,139900
6,958,958.0,958,1.0,301.0,1960,1,2,151500
5,1065,1065.0,1065,2.0,461.0,1960,1,3,126500
6,1138,588.0,1138,1.0,264.0,1958,1,3,145000
5,912,912.0,912,1.0,297.0,1958,1,2,120000
5,1074,894.0,1074,2.0,396.0,1956,1,2,124000
5,882,0.0,882,1.0,294.0,1959,1,3,106500
5,1187,864.0,1187,2.0,440.0,1961,1,2,140500
5,964,964.0,964,2.0,784.0,1961,1,3,137500
5,894,894.0,894,1.0,312.0,1960,1,3,117600
7,1200,1174.0,1200,2.0,440.0,1966,2,3,163500
6,1042,1042.0,1042,2.0,440.0,1965,2,3,161000
6,1302,1302.0,1302,1.0,309.0,1964,2,3,158000
6,2154,845.0,845,2.0,539.0,1964,2,5,224500
6,1374,1130.0,1374,1.0,286.0,1964,1,3,147000
6,1652,1592.0,1652,2.0,510.0,1959,1,3,200000
6,1429,1144.0,1429,2.0,572.0,1960,1,3,181900
5,1327,1063.0,1327,2.0,624.0,1959,1,3,150750
4,1224,0.0,1224,2.0,462.0,1962,2,2,101800
6,932,932.0,932,1.0,306.0,1950,1,2,124000
5,908,822.0,908,2.0,512.0,1940,1,2,138500
1,334,0.0,334,0.0,0.0,1946,1,1,39300
3,666,666.0,666,0.0,0.0,1946,1,2,64500
3,670,370.0,442,0.0,0.0,1945,1,2,64000
5,808,808.0,808,1.0,308.0,1958,1,2,112000
6,1977,816.0,1127,2.0,540.0,1964,1,4,165000
5,1150,1078.0,1150,1.0,288.0,1955,1,2,144000
5,1920,928.0,928,2.0,400.0,1948,2,4,137000
5,1376,768.0,968,1.0,240.0,1941,1,3,105000
5,1644,728.0,888,1.0,312.0,1942,1,3,146500
5,1560,1560.0,1560,3.0,792.0,1968,2,4,126000
5,1280,793.0,1280,2.0,432.0,1966,2,3,175000
6,1254,1218.0,1254,2.0,525.0,1961,1,3,158500
5,912,912.0,912,1.0,275.0,1958,1,2,114500
5,1524,874.0,874,1.0,315.0,1958,1,3,144000
6,2380,1021.0,1465,2.0,596.0,1965,2,3,129000
6,936,936.0,936,1.0,315.0,1957,1,2,141000
5,1008,1008.0,1008,1.0,308.0,1956,1,3,131000
5,1053,1053.0,1053,2.0,692.0,1963,1,3,142100
5,1056,1056.0,1056,1.0,308.0,1958,1,3,139000
6,1442,1442.0,1442,1.0,301.0,1958,1,4,157900
5,1056,1056.0,1056,1.0,260.0,1954,1,3,139400
6,1244,1244.0,1244,1.0,336.0,1957,1,3,150000
5,1144,1144.0,1144,1.0,336.0,1960,1,3,120000
6,1721,1331.0,1721,2.0,464.0,1957,1,4,174850
5,922,922.0,922,1.0,308.0,1957,1,2,116000
5,1048,1048.0,1048,1.0,286.0,1956,1,3,135000
6,1657,1657.0,1657,2.0,484.0,1970,2,3,163500
5,1411,1204.0,1411,1.0,310.0,1955,1,3,130000
5,1216,1216.0,1216,1.0,336.0,1955,1,3,129500
5,1154,864.0,1154,1.0,336.0,1953,1,3,142000
5,1560,1560.0,1560,2.0,484.0,1958,2,4,128600
6,948,948.0,948,2.0,410.0,1952,1,2,125000
6,1040,1040.0,1040,1.0,293.0,1953,1,3,136000
5,1008,1008.0,1008,1.0,240.0,1953,1,2,134500
5,925,925.0,925,1.0,252.0,1956,1,3,127000
5,1360,384.0,1360,2.0,572.0,1955,1,3,130000
4,1540,1190.0,1040,1.0,352.0,1955,1,4,115000
5,925,923.0,925,1.0,390.0,1955,1,3,116900
5,928,928.0,928,1.0,252.0,1956,1,2,132000
4,1647,1105.0,1647,1.0,280.0,1953,1,3,153000
5,924,924.0,924,1.0,420.0,1952,1,2,112500
4,1544,925.0,1000,0.0,0.0,1890,2,3,138000
5,893,845.0,893,2.0,576.0,1949,1,2,135000
5,1728,1216.0,1216,1.0,371.0,1953,1,3,156000
5,3086,666.0,1308,3.0,1200.0,1935,3,4,301600
5,1034,735.0,735,1.0,240.0,1940,1,2,109000
4,882,882.0,882,0.0,0.0,1956,1,1,103200
4,1281,1151.0,845,2.0,580.0,1925,2,1,128500
4,968,656.0,968,1.0,216.0,1927,2,4,64500
5,1534,736.0,751,0.0,0.0,1895,1,3,148000
5,691,691.0,691,1.0,216.0,1920,1,2,86000
7,1651,725.0,1035,1.0,276.0,1963,2,4,172000
5,888,920.0,888,1.0,240.0,1961,1,3,120000
6,952,952.0,952,1.0,288.0,1968,1,3,128500
5,2080,1040.0,1040,2.0,504.0,1969,1,5,135000
5,924,672.0,672,2.0,576.0,1949,1,3,122900
6,1082,1082.0,1082,1.0,240.0,1948,1,2,119200
6,1846,1040.0,1168,1.0,315.0,1949,2,3,143000
5,988,876.0,988,1.0,276.0,1950,1,3,119000
5,1238,864.0,1238,1.0,357.0,1950,1,3,102000
5,864,864.0,864,2.0,720.0,1950,1,3,129000
5,1134,1010.0,1134,1.0,254.0,1960,1,2,135000
5,1040,1040.0,1040,1.0,286.0,1959,1,3,152000
5,1170,1170.0,1170,1.0,338.0,1958,1,3,140000
5,1242,1242.0,1242,1.0,324.0,1960,1,3,152000
5,1377,1377.0,1377,1.0,351.0,1960,1,3,156500
5,1800,1800.0,1800,0.0,0.0,1961,2,6,141000
5,925,0.0,925,1.0,300.0,1961,1,3,99000
6,1851,822.0,1020,2.0,440.0,1964,2,3,187000
5,1812,864.0,876,1.0,264.0,1962,2,4,169500
5,864,864.0,864,1.0,294.0,1962,1,2,125500
5,936,896.0,936,1.0,288.0,1962,1,3,130000
5,960,850.0,960,2.0,576.0,1926,1,2,103000
5,1432,264.0,768,2.0,360.0,1910,2,2,132000
6,1296,845.0,866,2.0,576.0,1927,1,3,127500
5,1022,1022.0,1022,1.0,184.0,1922,1,2,89500
5,936,936.0,936,2.0,672.0,1980,1,2,140000
5,967,967.0,967,1.0,180.0,1920,1,2,99900
4,1047,641.0,1047,1.0,273.0,1885,1,2,100000
5,1072,808.0,1072,2.0,379.0,1940,1,2,130000
5,1174,680.0,680,2.0,576.0,1900,1,2,135000
3,1183,649.0,679,1.0,308.0,1948,1,2,120000
4,1131,907.0,1131,2.0,672.0,1937,1,2,89471
4,1141,570.0,761,1.0,252.0,1900,1,3,85000
4,960,960.0,960,1.0,308.0,1920,1,2,108500
4,1798,1075.0,1156,2.0,342.0,1900,2,4,137000
5,866,686.0,866,0.0,0.0,1945,1,2,110500
5,968,968.0,968,2.0,480.0,1923,1,2,100000
8,1772,725.0,909,2.0,816.0,1910,2,3,184900
6,1642,728.0,914,1.0,374.0,1927,1,4,145000
5,1472,702.0,842,1.0,250.0,1925,1,3,125000
5,1232,616.0,616,2.0,480.0,1910,1,3,114000
5,2337,662.0,1422,2.0,560.0,1900,2,5,90000
6,1650,926.0,991,2.0,468.0,1910,2,3,144100
6,2210,1008.0,1178,1.0,205.0,1880,2,5,117500
5,1358,687.0,687,1.0,336.0,1930,1,3,124500
7,2454,819.0,1312,2.0,576.0,1879,2,3,185000
6,2291,1214.0,1260,2.0,506.0,1910,2,4,133900
6,1616,1149.0,1149,1.0,216.0,1926,2,3,152000
5,1559,1559.0,1559,2.0,812.0,1948,1,2,153500
7,2554,718.0,1576,2.0,704.0,1890,1,3,159500
5,1248,912.0,912,1.0,160.0,1930,1,2,87000
4,968,0.0,968,1.0,331.0,1956,1,2,104500
4,1382,0.0,1382,1.0,384.0,1949,2,1,110000
5,1060,756.0,916,1.0,308.0,1925,1,1,136500
5,1435,910.0,910,1.0,308.0,1950,1,3,128250
5,1167,915.0,1167,2.0,495.0,1920,1,3,144000
6,1635,1065.0,915,2.0,440.0,1923,1,3,210000
5,1274,728.0,728,1.0,224.0,1939,2,3,135000
6,1232,600.0,608,1.0,217.0,1939,1,3,128000
6,1218,735.0,869,2.0,440.0,1941,1,3,131000
5,884,884.0,884,1.0,240.0,1939,1,2,113000
6,1409,861.0,861,2.0,528.0,1938,1,3,126000
5,1322,672.0,899,1.0,280.0,1939,1,4,132000
5,1426,966.0,1014,1.0,230.0,1930,1,3,131750
5,1281,756.0,903,2.0,379.0,1926,1,2,132500
5,1513,939.0,939,1.0,180.0,1920,1,4,137500
7,854,832.0,854,2.0,576.0,1929,1,2,132000
6,1367,884.0,959,1.0,560.0,1931,1,3,127500
6,986,960.0,986,1.0,180.0,1926,1,2,102000
6,2264,1100.0,1100,1.0,408.0,1918,2,4,200000
6,1824,764.0,1060,2.0,520.0,1919,1,3,180500
6,1376,768.0,752,2.0,576.0,1920,1,3,165000
5,1316,750.0,960,2.0,576.0,1926,1,4,90000
6,1396,698.0,698,1.0,384.0,1915,1,3,153575
7,1344,672.0,672,2.0,456.0,1929,1,3,140000
6,2526,714.0,1664,1.0,216.0,1916,2,5,136000
5,1173,592.0,933,1.0,240.0,1901,2,3,113000
5,1214,969.0,969,1.0,216.0,1901,1,2,117000
7,1818,1040.0,1226,1.0,240.0,1931,1,4,169500
7,1108,637.0,1108,1.0,280.0,1930,1,3,139400
6,2294,741.0,1497,2.0,658.0,1963,3,5,202500
6,1355,684.0,773,0.0,0.0,1914,1,3,127000
6,1375,780.0,780,1.0,544.0,1937,1,3,141000
7,1952,976.0,976,1.0,299.0,1950,1,4,212300
6,2180,1138.0,1138,2.0,720.0,1915,1,3,161000
4,1315,808.0,838,2.0,436.0,1958,2,3,99500
5,1111,530.0,581,1.0,288.0,1920,1,3,101000
4,1196,1196.0,1196,2.0,440.0,1916,1,2,109900
5,1382,720.0,854,2.0,660.0,1941,1,2,128500
7,1889,925.0,964,1.0,308.0,1910,1,4,122000
5,840,672.0,840,0.0,0.0,1930,1,3,87000
4,1484,771.0,866,1.0,264.0,1910,2,3,50000
7,2267,1005.0,1262,2.0,498.0,1937,1,3,219000
5,3086,1598.0,1636,0.0,0.0,1946,3,3,200500
5,1134,756.0,756,1.0,240.0,1940,1,3,126000
5,1282,672.0,778,1.0,240.0,1942,1,2,108500
5,999,925.0,999,1.0,308.0,1963,1,3,130000
5,1452,1420.0,1452,2.0,572.0,1964,1,2,158450
4,1005,1005.0,1005,2.0,440.0,1964,1,3,115400
4,1029,1029.0,1029,1.0,261.0,1961,1,3,118500
5,1020,980.0,1020,2.0,528.0,1964,2,3,165000
5,1040,1040.0,1040,1.0,264.0,1966,1,3,123000
6,913,814.0,913,1.0,240.0,1966,1,3,129000
5,894,894.0,894,1.0,384.0,1966,1,3,125000
5,948,948.0,948,1.0,300.0,1968,1,3,108000
5,868,768.0,868,2.0,576.0,1971,1,2,119900
5,897,876.0,897,1.0,264.0,1968,1,3,115000
5,943,943.0,943,2.0,528.0,1967,1,2,134500
5,955,955.0,955,1.0,386.0,1966,1,3,127000
5,894,894.0,894,2.0,450.0,1968,1,3,129000
6,1285,660.0,1285,2.0,528.0,1977,1,3,143500
5,912,912.0,912,1.0,315.0,1966,1,3,129000
5,1375,1240.0,1375,1.0,323.0,1956,1,3,187000
5,2654,671.0,1567,2.0,638.0,1920,3,4,158000
5,1416,816.0,1416,2.0,576.0,1918,2,3,112000
7,1302,680.0,798,1.0,224.0,1940,1,2,165250
6,1299,967.0,1299,2.0,494.0,1954,1,3,150000
5,1176,1158.0,1176,1.0,303.0,1958,1,3,137000
4,998,0.0,998,2.0,460.0,1945,1,3,89500
7,1824,1643.0,1824,2.0,739.0,1971,2,2,302000
6,1522,1190.0,1522,2.0,552.0,1984,2,3,182000
6,2060,1151.0,1164,2.0,521.0,1988,2,4,211000
5,1325,409.0,1325,2.0,576.0,1948,2,3,216000
5,1630,1073.0,1630,2.0,649.0,1953,2,3,130000
4,1242,484.0,1242,1.0,336.0,1946,1,2,109900
6,2422,1288.0,2422,2.0,527.0,1954,3,4,255000
6,2158,1202.0,2158,2.0,576.0,1950,2,4,243000
6,1626,988.0,988,1.0,332.0,1954,1,3,154000
5,864,864.0,864,1.0,399.0,1958,1,3,118000
4,943,0.0,943,1.0,308.0,1958,1,3,80000
4,1440,1440.0,1440,0.0,0.0,1977,2,4,150000
4,605,528.0,605,0.0,0.0,1920,1,2,86000
5,1038,1038.0,1038,1.0,264.0,1984,2,2,130000
5,1342,1342.0,1342,1.0,256.0,1951,1,4,125000
5,1480,1080.0,1080,1.0,253.0,1951,1,4,136500
4,1362,951.0,986,1.0,280.0,1920,2,4,96000
5,1340,0.0,1340,1.0,252.0,1957,1,3,120000
6,1822,1105.0,1105,2.0,515.0,1984,2,4,228500
7,1442,910.0,1442,2.0,719.0,1990,2,3,179900
7,2243,700.0,1122,3.0,746.0,1990,2,4,225000
7,2730,1502.0,1553,2.0,576.0,1986,2,4,301000
7,2127,1104.0,912,3.0,833.0,1991,2,4,238000
7,1982,807.0,1175,2.0,575.0,1989,2,3,228500
7,1958,779.0,1029,2.0,499.0,1994,2,3,220000
7,2696,1264.0,1282,3.0,792.0,2007,2,4,383970
8,2828,1466.0,1466,3.0,1052.0,2006,3,4,424870
8,1651,1643.0,1651,3.0,870.0,2007,2,3,250000
8,2140,2140.0,2140,3.0,894.0,2006,2,3,360000
7,1494,1494.0,1494,3.0,840.0,2006,2,3,279500
7,1316,1316.0,1316,2.0,440.0,2007,2,3,200141
8,1651,1643.0,1651,3.0,870.0,2007,2,3,246500
8,2574,1482.0,1482,3.0,868.0,2007,2,3,276000
7,1274,1274.0,1274,2.0,508.0,2005,2,3,203000
7,1456,728.0,728,2.0,440.0,2006,2,3,155835
7,1240,1240.0,1240,3.0,826.0,2006,2,2,194000
7,1208,1208.0,1208,2.0,628.0,2007,2,2,195400
7,1546,1546.0,1546,3.0,796.0,2005,2,3,217000
8,1500,1489.0,1500,2.0,674.0,2006,2,3,212999
7,1270,1270.0,1270,2.0,524.0,2005,2,2,175900
7,1795,879.0,879,2.0,578.0,2005,2,3,191000
6,1314,1314.0,1314,2.0,440.0,2006,2,3,176432
7,2062,1157.0,1180,2.0,454.0,1988,2,3,277000
7,1873,929.0,946,2.0,619.0,1988,2,3,207000
6,2144,1444.0,1444,2.0,389.0,1958,2,4,277000
6,1953,1580.0,1079,2.0,501.0,1992,2,3,240000
6,2087,832.0,976,2.0,444.0,1966,2,5,187500
8,1743,966.0,1743,2.0,529.0,1976,0,0,279000
5,1022,1022.0,1022,2.0,747.0,1994,1,3,139500
5,990,990.0,990,1.0,299.0,1994,1,3,126000
6,1200,1200.0,1200,2.0,521.0,1995,2,3,177500
6,1308,635.0,646,2.0,497.0,1997,2,3,175000
6,1796,794.0,882,2.0,546.0,1998,2,3,211000
5,990,990.0,990,1.0,384.0,1994,1,3,146000
5,1097,1097.0,1097,1.0,242.0,1996,1,3,147900
4,990,990.0,990,0.0,0.0,1994,1,3,123600
6,1786,824.0,905,2.0,684.0,1997,2,3,204750
7,1873,988.0,988,2.0,597.0,1999,2,3,235500
7,1753,853.0,853,2.0,534.0,1998,2,3,217000
7,1690,845.0,845,2.0,517.0,2001,2,3,190550
7,1842,985.0,985,2.0,486.0,2000,2,3,217500
7,1479,1453.0,1479,2.0,558.0,2003,2,3,226000
7,1668,840.0,840,2.0,500.0,2003,2,3,180000
5,894,864.0,894,2.0,440.0,1974,1,3,131000
5,1025,1015.0,1025,2.0,370.0,1976,2,3,153500
5,1009,995.0,1009,2.0,576.0,1977,2,3,160000
5,1040,1040.0,1040,2.0,748.0,1977,1,3,134900
5,907,876.0,907,1.0,308.0,1977,1,3,130000
5,879,864.0,879,2.0,440.0,1975,1,3,120000
5,882,882.0,882,2.0,461.0,1972,1,3,112500
5,969,969.0,969,2.0,440.0,1975,1,3,122000
5,864,864.0,864,2.0,576.0,1972,1,3,127000
4,875,385.0,875,2.0,728.0,1972,1,3,117000
8,2000,2000.0,2000,3.0,888.0,2004,2,3,305900
8,2169,1284.0,1284,2.0,647.0,2002,2,3,228500
7,1673,1673.0,1673,2.0,583.0,2000,2,3,270000
7,1459,1459.0,1459,2.0,527.0,2002,2,3,192000
7,1932,979.0,992,2.0,610.0,2003,2,3,213000
7,1729,860.0,860,2.0,542.0,2002,2,3,200000
8,2452,1028.0,1210,2.0,683.0,1998,2,4,267000
8,1592,1556.0,1592,2.0,484.0,1994,2,3,228000
8,2439,1531.0,1531,2.0,560.0,2001,2,4,275000
7,1992,860.0,1212,2.0,608.0,1996,2,3,211000
9,1668,1626.0,1668,3.0,702.0,2002,2,3,285000
8,2090,1220.0,1220,2.0,556.0,1995,2,3,240000
6,848,848.0,848,2.0,420.0,2003,1,1,131500
8,1341,1341.0,1341,2.0,482.0,1999,1,1,246900
7,1928,847.0,847,2.0,434.0,2003,2,4,219500
7,1337,1337.0,1337,2.0,531.0,2003,2,3,185000
7,1476,738.0,738,2.0,552.0,2007,2,3,179400
7,1797,939.0,939,2.0,639.0,2006,2,3,213500
7,1422,1422.0,1422,2.0,626.0,2004,2,3,179600
7,1190,1169.0,1190,2.0,578.0,2005,2,2,173500
6,1330,1330.0,1330,2.0,437.0,2006,2,3,167840
7,1491,738.0,738,2.0,484.0,2006,2,3,168675
5,1536,768.0,768,2.0,400.0,2005,2,3,167000
5,1214,1214.0,1214,2.0,461.0,1965,1,2,140000
5,936,936.0,936,1.0,384.0,1967,1,2,118500
4,1088,1088.0,1088,2.0,520.0,1963,1,2,110000
4,960,960.0,960,1.0,432.0,1965,1,3,94750
5,1351,901.0,901,2.0,576.0,1925,1,3,122000
6,1179,1179.0,1179,2.0,622.0,1960,1,2,110000
6,816,816.0,816,0.0,0.0,1990,1,3,118500
6,1044,960.0,1044,2.0,528.0,1976,1,3,133500
6,1113,1143.0,1113,1.0,504.0,1976,1,3,148000
5,2233,0.0,1100,2.0,579.0,1979,2,5,141000
5,1125,1125.0,1125,2.0,430.0,2006,1,2,155000
5,1090,1090.0,1090,2.0,450.0,2005,1,2,157000
5,1408,734.0,734,2.0,489.0,2005,2,3,171500
10,5095,5095.0,5095,3.0,1154.0,2008,2,2,183850
10,4676,3138.0,3138,3.0,884.0,2007,3,3,184750
6,1072,547.0,1072,2.0,525.0,2005,1,2,140000
5,960,960.0,960,1.0,392.0,1959,1,2,131750
4,1152,0.0,1152,0.0,0.0,1955,2,2,61500
4,948,864.0,948,1.0,248.0,1954,1,3,111000
5,1195,1195.0,1195,0.0,0.0,1946,2,4,98500
3,774,544.0,774,0.0,0.0,1931,1,3,79000
6,865,660.0,740,1.0,216.0,1920,1,2,108500
4,894,894.0,894,2.0,400.0,1954,1,3,110000
4,1346,560.0,796,1.0,384.0,1910,1,2,112000
4,768,768.0,768,1.0,355.0,1955,1,2,125000
4,864,864.0,864,2.0,528.0,1955,1,3,79275
4,948,948.0,948,1.0,280.0,1954,1,3,119000
6,3395,1440.0,1440,0.0,0.0,1914,2,8,200000
5,2592,1296.0,1296,0.0,0.0,1923,2,6,150000
6,1502,602.0,900,1.0,180.0,1923,1,3,165000
5,789,768.0,789,1.0,200.0,1926,1,2,96500
5,1422,1290.0,1422,1.0,352.0,1926,1,3,136500
6,1298,651.0,759,1.0,240.0,1921,2,2,146500
5,1768,731.0,981,1.0,240.0,1937,1,3,175000
7,1098,531.0,567,1.0,216.0,1930,1,2,148500
6,1436,585.0,851,1.0,228.0,1921,1,3,141500
7,1426,912.0,912,1.0,216.0,1918,1,3,189950
6,1461,686.0,686,1.0,225.0,1926,1,3,135000
7,1646,918.0,918,1.0,240.0,1941,2,4,164000
5,694,440.0,694,1.0,352.0,1913,1,2,90350
5,1250,661.0,661,2.0,552.0,1910,2,3,139000
5,954,920.0,954,1.0,240.0,1938,1,2,119750
6,1958,979.0,979,2.0,492.0,1946,2,4,145000
5,2002,1001.0,1001,3.0,871.0,1949,2,4,145000
7,1718,851.0,867,2.0,264.0,1927,2,4,238000
5,1226,0.0,1226,2.0,400.0,1951,1,2,153500
6,2624,1370.0,1370,3.0,864.0,1918,2,4,239000
8,3194,965.0,1940,2.0,380.0,1934,2,4,359100
4,1755,930.0,1230,1.0,231.0,1930,2,4,188000
6,1991,854.0,1096,2.0,432.0,1932,1,3,220000
5,1355,728.0,760,2.0,528.0,1941,2,3,140000
8,2727,853.0,1549,2.0,440.0,1932,2,3,315000
6,2320,1028.0,1436,1.0,180.0,1945,2,3,259500
6,1839,1477.0,1839,2.0,416.0,1957,2,3,257500
7,1740,800.0,960,1.0,240.0,1940,1,3,219500
6,2259,1809.0,2259,2.0,450.0,1953,2,3,217000
6,1560,1560.0,1560,2.0,580.0,1960,1,3,201000
6,1488,1488.0,1488,2.0,552.0,1968,2,3,215000
6,1045,516.0,529,2.0,462.0,1980,1,2,123900
4,1680,1680.0,1680,2.0,628.0,1995,2,4,170000
8,1020,1004.0,1020,2.0,509.0,1988,1,1,200000
7,1696,1696.0,1696,2.0,625.0,1971,2,3,198000
6,2515,2035.0,2515,2.0,484.0,1957,3,4,200624
8,2726,279.0,2726,2.0,691.0,1986,2,2,315000
5,1517,793.0,997,0.0,0.0,1919,2,3,115000
6,1215,720.0,720,2.0,720.0,1940,1,3,141000
5,803,720.0,803,2.0,360.0,1941,1,2,87000
5,1601,936.0,936,0.0,0.0,1925,2,3,129850
4,1123,732.0,772,1.0,264.0,1939,1,3,100000
5,1828,859.0,942,,,1923,2,3,150909
5,816,816.0,816,1.0,100.0,1922,1,2,75200
6,1012,1012.0,1012,1.0,308.0,1920,1,2,118400
5,1077,961.0,1077,1.0,338.0,1920,1,2,67000
5,1558,910.0,910,1.0,282.0,1950,1,4,152000
2,845,0.0,640,1.0,256.0,1939,1,1,68104
5,1991,957.0,1034,0.0,0.0,1895,2,4,119600
4,1073,1073.0,1073,2.0,720.0,1957,1,3,140000
5,1001,837.0,1001,1.0,216.0,1930,1,2,124900
8,1625,1573.0,1625,2.0,495.0,2006,2,2,375000
8,1625,1573.0,1625,2.0,538.0,2006,2,2,235000
6,1299,1001.0,1299,2.0,486.0,1979,2,2,183500
6,912,888.0,912,2.0,470.0,1978,1,2,156000
6,1080,1084.0,1080,2.0,484.0,1983,1,3,134000
5,1392,1441.0,1392,3.0,650.0,2002,2,3,215000
7,1409,1409.0,1409,2.0,576.0,2002,1,1,245000
7,1478,1454.0,1478,2.0,506.0,1991,2,3,210000
7,918,852.0,918,1.0,360.0,1975,1,3,148000
6,1026,970.0,1026,2.0,528.0,1974,1,2,143000
7,1501,1501.0,1501,2.0,512.0,1987,2,2,244000
7,1502,1502.0,1502,1.0,286.0,1998,1,1,330000
5,1328,1350.0,1328,1.0,308.0,1959,1,2,170000
6,2279,585.0,2279,2.0,461.0,1958,2,4,257000
7,1689,1689.0,1689,2.0,433.0,2006,2,3,231713
8,1564,1546.0,1564,2.0,502.0,2006,2,2,267300
8,1484,1476.0,1484,2.0,472.0,2006,2,2,265900
8,1571,1571.0,1571,3.0,722.0,2007,2,3,239000
8,1646,1638.0,1646,3.0,870.0,2006,2,3,248900
7,1240,1265.0,1240,2.0,528.0,1985,2,3,174000
7,1717,1156.0,1187,2.0,400.0,1990,2,3,187500
6,1756,872.0,888,2.0,422.0,1996,2,3,204000
8,1312,1267.0,1312,2.0,471.0,2001,2,2,180500
7,1146,868.0,1146,2.0,438.0,2003,2,3,187500
8,1922,1922.0,1922,3.0,692.0,2002,2,2,282000
6,1491,1491.0,1491,2.0,571.0,1996,2,3,178000
8,1629,1616.0,1629,3.0,808.0,2002,2,3,270000
7,2486,1122.0,1146,2.0,452.0,2003,3,5,279900
5,1572,1572.0,1572,3.0,995.0,1963,1,3,186700
8,1776,1732.0,1776,3.0,712.0,2006,2,3,283463
10,1824,1824.0,1824,3.0,932.0,2006,2,3,392000
8,2482,1094.0,1133,3.0,642.0,2005,2,4,281213
5,1120,1120.0,1120,0.0,0.0,2007,1,3,147000
3,2034,0.0,2034,4.0,1041.0,1953,1,2,130000
6,936,920.0,936,2.0,460.0,1996,0,0,140000
4,1040,1064.0,1040,2.0,648.0,1963,1,3,132250
5,1632,1632.0,1632,2.0,576.0,1967,2,4,143000
4,1622,1249.0,1622,4.0,1356.0,1961,1,3,168000
5,1060,1040.0,1060,2.0,572.0,1976,1,3,129900
5,1142,1142.0,1142,2.0,528.0,1976,1,3,134000
4,1092,546.0,546,1.0,253.0,1972,1,3,85500
4,992,530.0,530,1.0,297.0,1970,1,2,106500
4,1092,546.0,546,0.0,0.0,1970,1,3,93900
4,1092,546.0,546,1.0,286.0,1970,1,3,75000
4,630,630.0,630,0.0,0.0,1970,1,1,84500
4,1092,546.0,546,1.0,286.0,1976,1,3,75190
6,1062,1029.0,1062,2.0,539.0,1976,1,3,146800
5,1008,923.0,1008,2.0,678.0,1977,1,1,153500
6,1356,1244.0,1356,2.0,528.0,1977,2,3,188000
5,1676,1160.0,1676,2.0,672.0,1977,1,3,196000
5,1432,716.0,716,2.0,531.0,1977,1,3,157000
5,796,796.0,796,0.0,0.0,1971,1,2,138000
5,768,768.0,768,2.0,624.0,1970,1,2,129500
4,1608,1396.0,1608,1.0,444.0,1961,1,3,80000
4,845,845.0,845,2.0,360.0,1982,1,2,129500
5,1178,1090.0,1178,2.0,502.0,1976,1,3,135000
5,816,816.0,816,1.0,264.0,1982,1,2,124500
5,816,816.0,816,1.0,264.0,1983,1,2,139000
5,974,974.0,974,0.0,0.0,1991,1,3,93500
5,887,864.0,887,1.0,288.0,1984,1,3,124500
6,1293,1178.0,1293,2.0,452.0,1954,2,2,149900
6,1024,1008.0,1024,1.0,313.0,1956,1,2,157500
5,1797,1617.0,1797,3.0,963.0,1957,1,3,169000
6,1390,1705.0,1390,2.0,550.0,1957,1,1,252000
7,1851,1851.0,1851,2.0,506.0,1969,2,3,192100
6,1525,813.0,813,2.0,400.0,1997,2,3,183500
7,2236,964.0,993,2.0,642.0,1997,2,4,222000
6,1671,781.0,781,2.0,423.0,1995,2,3,170000
6,1498,691.0,691,2.0,409.0,1995,2,3,187500
6,1776,821.0,821,2.0,443.0,1996,2,3,202000
6,1511,802.0,802,2.0,413.0,1997,2,3,185000
7,2462,1392.0,1392,2.0,576.0,2005,2,4,320000
7,1670,1670.0,1670,3.0,690.0,2006,2,3,240000
8,2064,1074.0,1074,2.0,527.0,2005,2,4,250000
8,1801,893.0,901,3.0,800.0,2005,2,3,239900
7,2212,1700.0,1700,3.0,773.0,2005,2,3,309000
